"","studlab","treat1","treat2","RR","TE_direct","TE_adj","seTE"
"IFX.4","40","PBO","IFX",-4.44955112399001,-3.75074050647366,-0.698810617516358,0.998735891190868
"IFX.5","42","PBO","IFX",-3.26853141531406,-3.75074050647366,0.482209091159595,0.992544998164248
"IFX.6","55","PBO","IFX",-3.95567177009716,-3.75074050647366,-0.204931263623503,1.40954113639737
"BRODA.1","76","USK","BRODA",-0.241191904296271,-0.239030035138687,-0.0021618691575839,0.0656393456605857
"BRODA.2","77","USK","BRODA",-0.237002305878159,-0.239030035138687,0.00202772926052799,0.0635703385459245
"BRODA.3","19","PBO","BRODA",-3.75975010456442,-3.28093494865145,-0.47881515591297,1.40675819840813
"BRODA.4","74","PBO","BRODA",-4.22913355300021,-3.28093494865145,-0.94819860434876,0.705319207765236
"BRODA.5","75","PBO","BRODA",-3.06908142437372,-3.28093494865145,0.211853524277736,0.990181626270752
"BRODA.6","76","PBO","BRODA",-2.91692550392194,-3.28093494865145,0.364009444729515,0.311950977712573
"BRODA.7","77","PBO","BRODA",-3.637880147675,-3.28093494865145,-0.356945199023545,0.44424099715265
"ADA.1","21","PBO","ADA",-3.76814328488853,-2.72867318427716,-1.03947010061137,1.40988962759921
"ADA.2","22","PBO","ADA",-3.65395003829395,-2.72867318427716,-0.925276854016792,1.41377462869312
"ADA.3","23","PBO","ADA",-2.98990039534704,-2.72867318427716,-0.261227211069883,0.331816647420979
"ADA.4","68","PBO","ADA",-2.92090848175625,-2.72867318427716,-0.192235297479085,1.0027792584534
"ADA.5","80","PBO","ADA",-2.7806918973334,-2.72867318427716,-0.0520187130562433,0.569385326044045
"ADA.6","94","PBO","ADA",-2.85046418216027,-2.72867318427716,-0.12179099788311,0.444165462381659
"ADA.7","95","PBO","ADA",-2.96183072187831,-2.72867318427716,-0.233157537601148,0.408928893810167
